poetry_ground_truth,text,poetry_generated_Seq2Seq_with_Att
هستی او چون درین گردیدن است / گاه تاریک و زمانی دراز است,چون ماه باز نیز در حرکت است. گاه روشن میشود و گاه تاریک,تا که که در تو را <end> 
ماه گردون چون روشن گردیدن است / گاه تاریک و زمانی عیان است,چون که عسل نیز در تاریکی است. گاه تاریک میشود و گاه تاریک,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گه بهار و صیف همچون زعفران و شیر / گه سیاستگاه مشک و پروین,فصل بهار و تابستان نیز از راه میرسد و با کیفرگاه و سرمای شدید هوا خود را نشان میدهد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گه عنبر و صیف همچون شهد و شیر / گه خزان ماه و زمهریر,در بهار و پاییز فرحبخش از راه میرسد و کمکم گرما و سرمای شدید هوا خود را نشان میدهد.,تا که که در تو را <end> 
چونکه کلیات پیش او خود گوست / سخره و سجده کن پیش اوست,از انجا که همه مردم در برابر چوگان مشیت به مانند بردبار و تسلیم و بردبار هستند.,تا که که در تو را <end> 
چونکه کلیات پیش او چو گوست / سخره و سجده کن خود را,از انرو که همە موجودات در برابر یک مشیت الهی مانند خدا ، تسلیم و متحد هستند.,تا که که در تو را <end> 
تو که یک جزوی دلا زین پنج هزار / چون زنی پیش حکمش بی قرار,ای دل تو که مرا از ان صد هزار تن بشمار و چرا در برابر جهان او بی چون و بی تاب نیستی,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تو که یک مرد دلا زین یک هزار / چون نباشی پیش جهان بی قرار,ای دل تو که جزیی از ان صد هزار شهید هستی و چرا در برابر نالههای او بی تاب و بی طاقت نیستی,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون تو باش در حکم امیر / تا در آخر حبس و در مسیر,نسبت به پیروان حضرت حق مانند فردی باش که تحت نظارت وصی و جانشین خود است که گاهی او را در اخور میبرد و زندانی میکند و گاهی او را به سیر و سلوک وامیدارد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون منصور باش در راه امیر / گه در آخر حبس شو در مسیر,نسبت به حق و حق مانند کسی باش که تحت امر صاحب و خالق خود است که گاهی او را در زندان میاندازد و حبس میکند و گاه او را به سیر و گردش میبرد.,تا که که در تو را <end> 
چونکه بر میخت ببندد گوش باش / چونکه بگشاید برو برجسته باش,هر گاه به دست خود تو را بر میخ میخ بست و تو دچار مشکل شدی. بسته کن و درنگ مکن که خود را رها کنی. و هر گاه تو را باز کرد و خرد نمود درنگ کن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چونکه بر میخت ببندد باز باش / دل بگشاید برو برجسته باش,هر گاه به جای خود تو را بر میخ خم کرد و تو دچار قبض شد. مواظب باش و تقلا مکن که خود را رها کنی. و هر گاه تو را باز کرد و خم نمود رها شد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
آفتاب بر دیده روی میجهد / در سیه رویی خسوفش میدهد,هر گاه شیيی در فلک از جای اصلی خود کج شده و خاموش شود. با دمیدن ان را تیره و سیاه میسازند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
آفتاب اندر فلک کژ میجهد / در سیه ماه سایه کشند,هر گاه خورشید در فلک از حد معین خود کج رود و پراکنده شود. با باد اسمان را تیره و سیاه میسازند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کز ذنب پرهیز کن ای یاد دار / تا نگردی تو سیه رو دیوانه وار,ای مسافر از نزدیک شدن به برج ذنب خودداری کن تا مانند خورشید وارد زمین شود.,تا که که در تو را <end> 
از ذنب پرهیز کن هین هوش دار / تا شود تو سیه رو دیوانه وار,ای خورشید از نزدیک شدن به محل ذنب خودداری کن تا مانند ماهی خوراک انسان شود.,تا که که در تو را <end> 
ابر را هم بر آتشین / میزنندش نه رو نه چنین,به تو نیز حرفهای بسیار بزن که چنان صبر کن و چنین کاری مکن,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
بر فلان وادی ببار این ناله مبار / گوشمالش میدهد که گوش دار,دشتی را گوشمالی داد که باید به امر و نهی ما توجه کند. برو بر فلان بیابان برو. این طرف بیا.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
بر فلان وادی ببار این سو مبار / هشدار میدهد که دیده دار,کسی را گوشمالی میدهند که باید به امر و نهی ما توجه کند. برو بر فلان بیابان برو. این طرف بیا.,تا که که در تو را <end> 
خیال تو از آفتابی بیش نیست / اندر حقیقت فکری که نهی بر مایست,دنیای تو خالی از این نیست. لذا در هر انچه که خداوند تو را از ان محروم کرده تامل مکن و در ان تامل مکن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چشم تو از عاشقان بیش نیست / اندر آن جا که نهی آمد مایست,نور تو جدا از افتاب نیست. لذا در هر موردی که عقل تو را از ان منع کرده درنگ مکن و در ان درنگ مکن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کژ منهای هستی تو هم گام خویش / تا نیاید آن نقطه رو به پیش,ای عقل تو نیز در راه ما قدم مگذار تا راه دیگری پیش اید.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تا منهای عقل تو هم گام خویش / تا نیاید آ سخن رو به پیش,ای عقل تو نیز در راه خدا قدم مگذار تا انحراف دیگری پیش اید.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون تو روشن بود نیم آفتاب / منخسف بینی و شب نورتاب,وقتی گناه زیاد باشد. نیمهای از گناه را سیاه کند و نیمهای را سیاه.,تا که که در تو را <end> 
چون گنه کمتر بود در سال / منخسف بودم و نیمی نورتاب,وقتی که سیاه باشد. بخشی از گناه را سیاه میبینی و تاریکی را روشن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
که به حکم جرم رای تو را / این بود گناه در داد و جزا,پس ای پروردگار با توجه به این کسوف که به همان وزن گناهت تو را عذاب میدهد. به بیان پروردگار در بارە زیبای عدل و عقاب.,تا که که در تو را <end> 
که به حکم جرم قدر تو را / این بود خیر در داد و جزا,پس ای انسان با توجه به اهمیت عدالت من به جای وزن گناهت تو را فریب میدهم. به بیان عدالت در بارە تاریک عدل و عقاب.,تا که که در تو را <end> 
نام نیک و خواه بد فاش و ستیر / بر همه خلق سمیعیم و بس,یعنی چه خوب باشد و چه بد. اشکار باشد یا پنهان. ما بر همه چیز حاکم و هستیم.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
از نیک و خواه در فاش و ستیر / بر همه اشیا واقف و بصیر,چیزی چه خوب باشد و چه بد. اشکار باشد یا پنهان. ما بر همه چیز ناظر و هستیم.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
زین رو کن ای پدر نوروز شد / خلق از خلاق جهان خبر شد,پدر خانواده از قیل و قال و نامههای تند و قدیمی میگویند که نوروز فرا رسیده است. و مردم از سراسر جهان به کام هستند.,تا که که در تو را <end> 
زین گذر کن ای پدر نوروز شد / جهان از خلاق جهان خبر شد,پدر همه از قیل و قال و قولهای کهنه و قدیمی گفتهاند که نوروز فرا رسیده است. و خلایق از این یاد و کام شدهاند.,تا که که در تو را <end> 
باز از راه جان در جوی ما / باز آمد شاه ما در جوی ما,دوباره اب از خدای ما در درون وجود ما جاری شد. و درباره خدای ما که منادی حقیقت است به سوی ما باز امد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
باز آمد آ جان در جوی ما / باز آمد عین ما در جوی ما,دوباره اب پاکی برای ما در سراسر وجود ما جاری شد. و درباره پروردگار ما که عالم حقیقت است به سوی ما باز امد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
میخرامد بخت و دامن میکشد / بنای توبه شکستن است,بخت و اقبال ، خرامان و دامن کشان است و زمان توبه شکستن را معین میکند.,تا که که در تو را <end> 
میخرامد بخت و دامن میدهد / نوبت توبه شکستن میدهد,شور و اقبال معنوی خرا و دامن کشان میاید و چگونگی طلسم شکستن را مشخص میکند.,تا که که در تو را <end> 
توبه را بار دگر پیش برد / پیش آمد خویشتن را خواب برد,یک بار دیگر سیلاب عشق تاختن اورد و بساط جنگ را از سر برگرفت و با خود برد. شرایطی فراهم شد که خواب بر ما نفوذ کند.,تا که که در تو را <end> 
توبه را بار دگر سیلاب برد / چو آمد پیمانه را خواب برد,یک بار دیگر بر عشق تاختن اورد و طلب توبه را از او برگرفت و با خود برد. بستری فراهم شد که عشق بر او سرایت کند.,تا که که در تو را <end> 
هر خماری که گشت و باده داد / رخت را امشب گرو نوش کرد,هر چند خماری بار دیگر شراب خورد و عاشق شد. ما نیز این شراب و نوشیدنی را کنار خواهیم گذاشت.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هر خماری خوش است و باده مست / رخت را امشب گرو خواهیم کرد,هر کس خماری بار دیگر شراب نوشید و گرسنه شد. ما نیز اسراف جامه و شراب را کنار خواهیم گذاشت.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون شراب در جان جان فزا / لعل اندر لعل اندر لعل ما,از نوشیدن ان ماده ، معنوی که روح و جان را ازاد میکرد ما به لعل در واقع در هند تبدیل شدیم,تا که که در تو را <end> 
باز خرم و مجلس تاریک / خیز دفع چشم بد اسپند سوز,دوباره محفل طنز ما گشایش یافت. بلند شو برای رفع این زخم ، دود کن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
باز خرم گشت مجلس دلفروز / خیز دفع و بد اسپند افروز,دوباره محفل روحانی ما پایان یافت. بلند شو برای این فتنه خود ، دود کن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
نک هلالی با بلالی پیوند شد / زخم چشم او را برق و گلنار شد,هر چند جسم بلال همچون مروارید ، باریک و کشیده شده است. ولی ضربات وارده در ان همچون گل و بلبل روشن و درخشان جلوه کرده است,تا که که در تو را <end> 
نک هلالی با بلالی یار شد / چو خار او را خار و گیاه شد,هر چند پاهای او همچون هلال هلال باریک و خم شده است. ولی هلال تازیانه در نظرش همچون گل و ستاره فروزان و زیبا جلوه کرده است,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
دلم از زخم خار تن غربال شد / جان و جسمم گلشن زنده شد,گر چه او بر اثر اصابت تازیانه همچون غربال ترک دار شده است. ولی قلب و بدنم به دست لطف و اقبال معنوی سپرده شده است.,تا که که در تو را <end> 
گر ز من خار تن شاد شد / جسم و جسمم گلشن اقبال شد,گر چه سرش بر اثر اصابت تازیانه همچون طناب سوراخ دار شده است. ولی جسم و جانم به دست قربانیان و همراهان انان تقدیم شده است.,تا که که در تو را <end> 
گفتم به پیش زخم خار آن را / جان من مست و خراب جان ودود,دنیا زیر سایه خون ان کافر قرار گرفته است. ولی جانم امان و امان ان خدای بزرگ است.,تا که که در تو را <end> 
تن به پیش زخم خار آن جهود / کار من مست و خراب او نیست,بدنم زیر سایه شمشیر ان کافر قرار گرفته است. ولی چهره پاک و خراب ان کافر مهربان است.,تا که که در تو را <end> 
از سوی معراج آمد باز / بر حضرت حبذا لی اله,چون به بلال قبل از معراج رفت به بلال فرمود خوشا بر تو خوشا بر تو.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
از سوی مشرق آمد فرود / بر بلالش حبذا بود حیذا,چون سلطان محمد بعد از معراج رفت به مسلمانان فرمود خوشا بر تو خوشا بر تو.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چونکه صدیق از بلال دم درست / این شنید از کف او دست شست,چون عیسی صدیق از مردی بزرگ و پاک نفس این خبر را شنید. از توبه دادن او خوشحال شد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کودکی در پیش تابوت پدر / زار مینالید و شد در سر,کودکی پیشاپیش سر کودک خود ایستاده و مینشیند و بر سر و روی خود مینشیند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کودکی در پیش تابوت خویش / زار مینالید و بر کوفت سر,کودکی مضطرب است ، خود را زار میخورد و بر سر و روی خود مینشیند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کای تو آخر کجاات میبرند / تا تو را در زیر پرده بدانی,ان مرد با تعجب میگوید اخر ای بچهها تو را دارند به کجا فرو میبرند که تو را به کجا بسپرند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
کای تو تا کجاات دانند / تا تو را در زیر خاکی بفشرند,ان زن با خوشحالی گفت اخر ای بچهها تو را دارند به کجا میبرند ؟ که تو را به خاک بسپارند.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چو باشد در شب و نه روز سیاه / نی در او بوی طعام و نه نشان,در شب نه هوا دارد و در روز نه ، نه از انجا بوی بدی میاید و نه چیزی از ان,تا که که در تو را <end> 
نی چراغی در شب و نه روز محشر / نی در او با طعام و نه نهار,در شب نه وجود دارد و در روز نه ، نه از انجا بوی بدی میاید و نه چیزی از ان,تا که که در تو را <end> 
نی در معمور و در بام راه / این یکی در کو باشد پناه,ان هم نه در و نه اباد دارد و نه دری به سطح تو. و نه دوست دارد که یار و پشتیبان تو باشد.,تا که که در تو را <end> 
نی در هوای او در بام راه / نی یکی همسایه او باشد پناه,ان دیوار نه در و دیوار تو دارد و نه دری به سطح تو. و نه نگهبان دارد که حامی و پشتیبان تو باشد.,تا که که در تو را <end> 
نیست بی تاب و جای تنگ / که در او نه روی او نه رنگ,گور جایی است برای پناه و پناه و جایی است طبیعی که در ان نه برف است و نه اب و هوا.,تا که که در تو را <end> 
نباشد بی بال و جای تنگ / که در او نه روی و نه رنگ,گور خانهای است فاقد جان و پناه و جایی است محقر که در ان نه اب است و نه اب و غذا.,تا که که در تو را <end> 
وز نسق اوصاف خانه میشمرد / وز دو لب اشک بر میفشرد,روی خود را میشمرد. و از دو طرف اشک تازه درست میکرد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گر نسق هر خانه میشمرد / وز دو دیده او خونین میفشرد,خصوصیات خود را میشمرد. و از دو چشمش دل حسرت جمع میکرد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گفت جوحی را پدر نیک مشو / گفت ای پدر لایق شن,اما جوحی به او گفت اینقدر نگران نباشید. جوحی گفت ای پدر به توانایی هایی که داری خوب توجه کن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گفت خدا را به ابله مشو / گفت ای خواجه نشانیها شن,اما جوحی به او گفت که عصبانی است. جوحی گفت ای پدر به گزارش هایی که میدهد خوب فکر کن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
این چنین که گفت او یک به یک / نزد ما راست بی شک و شک,این واقعیت هایی که این نشان میدهد بی هیچ شک و تردیدی دقیقا گویای زندگی ماست.,تا که که در تو را <end> 
نی حصیر و نه رواق و نه چراغ / نه درش پست و نه صحن و نه بام,باشگاه ما هم جایی است که او را,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
نی رواق و نه رواق و نه شبستان / نه درش معمور و نه صحن و نه بام,خانه ما هم خانهای است که او را,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
یک نمط دارند بر خود صد نشان / لیک یکی بینند یکی را طاغیان,بدین سان انسانهای خوب و شرور صد درصد از این حقایق را با خود دارند. ولی انسانها چگونه ممکن است این حقایق را فراموش کنند,تا که که در تو را <end> 
زین نمط دارند بر خود صد نشان / لیک همی بینند ایشان را ط,بدین سان ادمهای قدرت و قدرتهای صد البته از این قبیل را با خود دارند. ولی انسانها چگونه ممکن است این راز را فراموش کنند,تا که که در تو را <end> 
تنگ و تاریک است چون نور جهود / بی خبر از ذوق سلطان شو,چنین کسی مانند قلب و قلب حق ستیز خاموش و تاریک است و از نفحات و محبت الهی و عالم وجود بی بهره است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تنگ و بسته است چون جان جهود / بی نوا از چشم سلطان ودود,چنین روحی مانند روح و روان حق ، تیره و تاریک است و از نفحات و رنج پادشاه جان و وجود بی بهره است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
نی در آن زمان تافت تاب آفتاب / نی فتح عرصه و نه فتح باب,در ان زمان نه رنگ افتاب میدرخشد و نه برای ان پناهگاهی وجود دارد و نه دریچهای به روی ان گشوده میشود.,تا که که در تو را <end> 
نی در کار دل تافت تاب دار / نی گشاد عرصه و نه اندر باب,در ان روز نه غروب افتاب میبیند و نه برای ان راهی وجود دارد و نه دریچهای به روی ان گشوده میشود.,تا که که در تو را <end> 
گور پس از چنین نیست مر تو را / مگر از گور دل خود برتر آ,گور برای تو بهتر از زمینی تیره و کدر و فاقد معرفت است. قلب مرا از سر من فراتر ببر.,تا که که در تو را <end> 
گور خوشتر از چنین باشد مر تو را / آخر از این دل خود برون آ,دنیا برای تو بهتر از دنیایی تیره و تهی و فاقد معرفت است. و گامی از گور ، فراتر میگذاری.,تا که که در تو را <end> 
زنده یی و زنده زاد ای شوخ و شنگ / هرگز نمیگیرد تو را این عشق دوست,تو مرده و از جایی دیگر متولد شدهای. ای ارام و شیرین رفتار ایا روح تو از این گور تنگ و تاریک بند نمیاید,تا که که در تو را <end> 
زنده یی و مرده زاد ای روی و شنگ / دم صبح تو را این گور تنگ,تو زندهای و از جهان زنده زاده شدهای. ای شیرین و شیرین رفتار ، دنیای تو از این جهان مرده و تهی بند نمیاید,تا که که در تو را <end> 
سخن چون در بطن ماهی پخته شد / انبیا را نیست از تسبیح بد,دشمن تو به هلاکت رسید. برای فرار از مرگ و نابودی چارهای ندارد جز پرداختن به مشیت الهی.,تا که که در تو را <end> 
یونس ات در شراب عشق پخته شد / مخلصش را نیست از تسبیح خام,روزگار تو به پایان رسید. برای رهایی از تباهی و تباهی راهی ندارد جز پرداختن به حکمت الهی.,تا که که در تو را <end> 
گر بر او مسبح بطن نون / نفع و فساد بدی تا یبعثون,اگر کسی میامد در شکم ماهی ، حق را میکرد. تا روز رستاخیز در قلب او مانده بود.,تا که که در تو را <end> 
تا نبودی او از بطن نون / حبس و زندانش بدی تا یبعثون,اگر حضرت حق در هر ماهی بود حق را میکرد. تا روز رستاخیز در شکم او زندانی بود.,تا که که در تو را <end> 
او به تسبیح از تن برخوردار بود / وی تسبیح آیت روز الست,حضرت یونس بواس حضرت حق از دهان ماهی بیرون امد. نیایش حق چیست مسلما نشانهای از ازادی است.,تا که که در تو را <end> 
او به پیش از جمله ماهی بجست / چیست از آیت روز الست,حضرت رضا بواس نیایش حق از دامان خویش بیرون امدند. نیایش حق چیست مسلما نشانهای از معرفت الست.,تا که که در تو را <end> 
گر فراموشت شد آن تسبیح بود / حقیقت این اسرار ماهیان,اگر نیایش ماهیها را فراموش کردی پس اواز ماهیها را گوش کن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گر فراموشت شد این تسبیح ماهیان / در این تسبیحهای ماهیان,اگر یاد خدا را فراموش کردی پس اواز ماهیها را گوش کن.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هر که دید او را اللهی است / هر که دید و ماه را آن ماهی است,هر کس که اسمان را درک کند. او فردی مقدس است و هر کس که دریا را ببیند او خداوند است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هر که دید الله را اللهی است / هر که دید آن بت را چو ماهی است,هر کس که اقیانوس را درک کند. او فردی زمینی است و هر کس که دریا را ببیند او خداوند است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
این جهان دریاست و هم ماهی و روح / یونس هم از جهان صبوح,این موجود در مثل مانند انسان و جسم مانند خاک و خاک مانند ابی است که از دل سپیده دم میجوشد و سرگردان است.,تا که که در تو را <end> 
این جهان ثابت و عین ماهی و روح / یونس محجوب از جهان صبوح,این جانور در مثل مانند است و جسم مانند خورشید و مانند مانند یونس است که از دم و دم میتابد و سرگردان است.,تا که که در تو را <end> 
ور نه باشد از ماهی رهید / ور نه در وی هضم گشت و ناپدید,اگر این روح به دین و عبادت حق بپردازد از این جسم به تدریج میمیرد. در غیر اینصورت در درون این جسم میسوزد و نابود میشود.,تا که که در تو را <end> 
هر مسبح باشد از او رهید / ور نه در وی هضم گشت و شد,اگر یونس نر به نیایش و ادای حق بپردازد از خود ماده به نوعی میمیرد. در غیر اینصورت در درون این جسم تباه و نابود میشود.,تا که که در تو را <end> 
ماهیان جان در این دریا پرند / تو دریا به خود میپرند,پس روح یعنی ماهیان در دریای این جهان فراوان اند. ایا نمیدانی که پیرامون تو به کجا برمیخیزد,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
عاشقان جان در این دریا باشند / تو هم به گردت میپرند,ایا روح یعنی که در دریای این سرزمین فراوان اند. ایا ارواحی که برای تو به خاک درامدهاند,تا که که در تو را <end> 
بر تو خود را میزنند آن ماهیان / خود بگشا تا ببینی شان ما,ان کودکان خود را به تو میبخشند. درها را باز کن تا انها را دوباره مشاهده کنی.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
بر تو خود را ز اسرار ماهیان / راه بگشا تا ببینی شان عیان,ان دستان خود را به تو میدهند. دهانشان را باز کن تا انها را دوباره مشاهده کنی.,تا که که در تو را <end> 
ماهیان معنی نمیبینی پدید / وز تو تسبیحشان آخر شنید,اگر تو این داستان را بگویی بگویی. میخواهم که نیایش ما را بشنو.,تا که که در تو را <end> 
همه راگر دیگر پدید / گوش تو تسبیحشان آخر شنید,اگر تو این دعا را بشنو بشنو. این که نیایش انها را بشنو.,تا که که در تو را <end> 
هیچ تسبیحی ندارد در درج / مثل علی الصبر مفتاح الفرج,هیچ نشانه و نشانهای مقام دیگری را ندارد. تو فکر کن که این موجب موفقیت است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هیچ تسبیحی ندارد آن رو / صبر مکن و مفتاح الفرج,هیچ کلمه و کلمهای ارزش تسبیح را ندارد. تو صبر کن که صبر رمز زندگی است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
صبر چون تو صراط آن به بهشت / تو با هر خوب یک لالای زشت,نمای پشت پل چوبی است و بهشت ان سوی پل قرار دارد. زیرا با هر زیبا رویی یک للە واقع شده است.,تا که که در تو را <end> 
تو چون پول صراط آن سو بهشت / تو با هر خوب یک لالای فراوان,صبر ما پل دوستی است و بهشت ان سوی پل قرار دارد. زیرا با هر زیبا رویی یک للە زیبا ساخته است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تا که لالا او داستان نیست / ز آنکه لالا را ز او فصل نیست,تا وقتی که از دیوار عبور میکنی نمیتوانی به وصال برسی. زیرا لله از زیبارو خارج نمیشود,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تا ز لالا داستان وصل نیست / ز حسرت سخن را ز بی فصل نیست,تا وقتی که از لله عبور میکنی نمیتوانی به وصال برسی. زیرا لله از زیبارو خارج نمیشود,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
تو چه دانی که صبر از شیشه دل / خاصه صبر از من آن صبر چگل,ای درد دل تو چه میدانم که صب چه اهمیتی دارد به ویژه علاوه بر ان زندگی حقیقی باید باشد.,تا که که در تو را <end> 
تو چه دانی ذوق فراق ای جان دل / خاصه صبر از پی آن صبر چگل,ای دوست دل تو چه کنی که صب چه حسی دارد به ویژه اگر بر ان خاموش و روشن باشد.,تا که که در تو را <end> 
ایشان را ذوق است و کر و فر / مر ایشان را بود ذوق از ذکر,مرد معمولا از جنگ و تاخت و تاز لذت میبرد و هیچ الت تناسلی ندارد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
خلق را ذوق غزا و کر و فر / مر مخنث را بود خالی از ذکر,مرد معمولا از جنگ و تاخت و تاز لذت میبرد و هرگز الت تناسلی ندارد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
جز ذکر نه حرف او و ذکر او / سوی شرع برد او را فکر او,این مرد نام و ايینی ندارد جز الت تناسلی انسان که او او را به جهان پست فرود میاورد.,تا که که در تو را <end> 
جز خدا نه دین او و بیان او / سوی اسفل نیست او را فکر ا,این دین نیست و دین ندارد جز مرگ و مرد پست او او را به عالم پست فرود اورد.,تا که که در تو را <end> 
تا برآید تا فلک از وی مترس / کو به زبان سفل دهد درس,اگر این به مانند در مثل به مانند کند. باز هم نباید از او اموخت. زیرا او از نسل پیشین خود اموخته است.,تا که که در تو را <end> 
گر برآید تا فلک از وی مترس / عقل به صورت سفل ندارد درس,اگر این فرد تغییری در مثل به وجود اورد. باز هم نباید از او بترس. زیرا او از همسر پیشین خود اموخته است.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
او به سوی سف میراند باز / گر چه سوی او جنباند جرس,این فیلم هر چند که فریاد یاوه در همه جا بلند شده ولی در نهایت به سوی پستی میتازد.,تا که که در تو را <end> 
او به سوی راه میراند فرس / گر چه سوی کاروان و جرس,این فیلم هر چند صدای نیش یاوه در همه جا بلند شده ولی در نهایت به سوی پستی میتازد.,تا که که در تو را <end> 
نیست اقلیم جهان را بهتر از من پادشاه / درجهان ملک در راندن سلطان شد مرا,برای سرزمین سخن من و پادشاهی بهتر از من وجود ندارد و من حافظ همه هستم و در کنار شعر سخن میگویم و شعر گفتن فقط بنام من ثبت شده است و دیگران از زیردستان من هستند,تا که که در تو را <end> 
نیست اقلیم سخن را بهتر از من مختار / درجهان ملک سخن راندن چون شد مسلم,برای سرزمین سخن حکمران و پادشاهی بهتر از من وجود ندارد و من سرامد شاعران هستم و در محضر شعر سخن میگویم و شعر گفتن فقط بنام من ثبت شده است و دیگران از شاگردان من هستند,تا که که در تو را <end> 
مریم بکر معنی را منم روح القدس / عالم این معالی را منم فرمان اله,خداوند جبريیل حضرت محمد را که دست من بود بارور نمود من نیز توانستم معانی نو ودست نخورده را در عالم علم کشف کنم و اگر بتوان برای یادکرد انسانیت و بزرگی دنیايی تلاش نمود من بر این دنیا فرمانروایی میکنم,تا که که در تو را <end> 
